ensembl_gene_id	hgnc_symbol	D1 CD14 Neg C	D1 CD14 miR-155	D2 CD14 Neg C	D2 CD14 miR-155	D3 CD14 Neg C	D3 CD14 miR-155	D4 CD14 Neg C	D4 CD14 miR-155	D5 CD14 Neg C	D5 CD14 miR-155
ENSG00000002822	ENSG00000002822	MAD1L1	7.8752301519751	6.55610302281012	7.08720375241013	6.53368146672919	5.42220505318405	5.03358755603858	7.90181189956661	7.21529373665214	9.20345854444181	9.06381529970743
ENSG00000002834	ENSG00000002834	LASP1	405.785007131195	612.611309352098	579.227546880394	673.834579346845	481.276712985096	661.277577897672	452.310612182088	540.154450158154	503.797985232387	498.888936420398
ENSG00000002919	ENSG00000002919	SNX11	79.2384268377742	123.752096368492	64.497115555853	89.1349921951134	57.7621678806135	87.488545616861	64.134102615879	95.2113363979389	68.1122383252913	81.3330954650553
ENSG00000002933	ENSG00000002933	TMEM176A	266.558716049363	362.439460902385	133.944589511631	163.558383736664	56.2385730722808	71.6287499045807	29.3593183509759	43.9407570946382	17.3769271434768	40.8388636127502
ENSG00000003056	ENSG00000003056	M6PR	161.685280774501	216.306185249128	286.586575857509	339.188933891987	271.065441047193	364.975046920385	241.107441538931	271.203421720512	267.431905502571	267.020687992902
ENSG00000003147	ENSG00000003147	ICA1	2.56026000825528	0.406930532450283	1.31772130069937	1.12500475586065	2.10614576445992	1.47811698074149	2.17981017919079	1.56522245080814	1.8938524802642	1.30960068969157
ENSG00000003393	ENSG00000003393	ALS2	21.0006137386003	28.1234212426751	32.3732070901548	43.0963360322005	31.0544471227814	39.829260264845	36.3415228311964	39.8177321022655	27.5106991869957	27.777319891879
ENSG00000003400	ENSG00000003400	CASP10	45.2744712852231	91.3785117868913	50.429550318657	74.0772362320554	39.2549721205721	55.0898193633111	37.0908325802932	53.9810864742123	52.3633598051996	68.3749412723177
ENSG00000003402	ENSG00000003402	CFLAR	352.181588730508	1034.2365554742	394.461652068817	590.324610931035	364.900956595683	614.936613096047	384.532139422875	515.072714787887	321.157510074276	449.778910556965
ENSG00000003436	ENSG00000003436	TFPI	0.680575445232416	0.768646561294979	6.30369378983213	8.43753566895491	2.1509573764697	1.5180660883291	0.647131146947265	1.412517821461	0.93031349907715	0.861579401112874
ENSG00000003509	ENSG00000003509	NDUFAF7	13.7411423227878	9.17854423193416	14.2100215940284	11.7692805228499	16.0425570995032	11.8249358459319	15.9398619353326	10.7275002116363	17.3769271434768	13.0615437208712
ENSG00000003756	ENSG00000003756	RBM5	150.666440232643	192.20685482735	134.051431779255	141.144827446825	126.906485211713	139.422385480751	128.438502902007	122.049175005698	140.3112109501	130.856679441023
ENSG00000003987	ENSG00000003987	MTMR7	2.30099317197626	2.4415831947017	2.4217580661502	1.94712361591267	2.73350833259692	1.91755716420517	2.92911992828762	2.21421712553346	1.39547024861573	1.89547468244832
ENSG00000004059	ENSG00000004059	ARF5	100.109407158235	106.841872020002	68.4858935471592	63.0868051555706	70.3094192433535	76.4625919226813	80.5167384938597	93.8751708911514	88.6455862692084	80.8506110004321
ENSG00000004139	ENSG00000004139	SARM1	8.55580559720752	2.079867165857	6.48176423587258	5.27886846980769	4.88446570906662	3.15597949942101	5.07487057342855	5.34466202714974	6.57864545775985	6.41015074427978
ENSG00000004142	ENSG00000004142	POLDIP2	52.5015343465007	64.6567401559894	54.1690296855066	63.0435357418836	51.398918975224	59.4043229827728	50.8508843364351	56.3098320717562	55.6859080161894	50.0405316166357
ENSG00000004399	ENSG00000004399	PLXND1	1023.066935957	2062.14308044361	1059.910908922	1293.75546923975	731.594377671758	1170.18925945621	997.501573718134	1442.48610497038	933.46991987759	1398.89477882291
ENSG00000004455	ENSG00000004455	AK2	72.691939221729	47.6560868002887	53.6704324365933	41.798253621592	65.4249535342868	48.7778603644691	72.9555219347917	62.5325457176519	64.7896901143015	38.1851990573226
ENSG00000004468	ENSG00000004468	CD38	2.106543044767	54.6191203555491	3.2052680287282	28.6010824470728	5.46701666519383	38.4709906068663	1.7029767024928	15.8049291374285	2.05997989081369	23.1937174779586
ENSG00000004478	ENSG00000004478	FKBP4	67.2149273053348	80.1653148927058	45.728490543189	58.2406308226324	50.2786286749793	56.4081399137022	52.8944563794265	49.3235952791247	43.0602248144281	41.5970534857295
ENSG00000004487	ENSG00000004487	KDM1A	55.580328027314	29.2085693292092	44.0546283504087	29.6395483755596	53.5946879637035	38.4310414992787	68.391544372111	56.3861843864297	65.3545233101698	47.24901435703
ENSG00000004534	ENSG00000004534	RBM6	181.68123552252	146.268919164074	129.421600182203	112.587014413439	150.34295829283	129.355210368674	150.645319102513	129.989815731749	157.688138093577	119.793999930734
ENSG00000004660	ENSG00000004660	CAMKK1	39.8298677233638	6.01352897954307	31.7677675736173	14.4952535851277	31.1888819588107	10.4666661879532	23.3307808241514	7.97881688338782	25.9158760457206	10.442342341488
ENSG00000004700	ENSG00000004700	RECQL	11.9262744688347	13.1122060456202	40.4219912511834	44.5674960975567	51.0404260791457	49.1374023327576	37.9082613974898	39.9322605742759	38.0431770158335	36.0140189665181
ENSG00000004766	ENSG00000004766	VPS50	17.2736529670894	14.4234266501823	29.2035531506347	32.1059049557156	30.3374613306248	31.9193369624986	26.9070318993863	29.0520557332925	27.411022740666	23.7795914707153
ENSG00000004777	ENSG00000004777	ARHGAP33	7.7455967338356	11.0775533833688	3.06281167189584	2.72597306227774	2.91275478063606	2.47684467043168	4.32556082433172	3.09226874427949	2.59158760457206	3.41185442840698
ENSG00000004779	ENSG00000004779	NDUFAB1	21.1626555112747	15.2825022186884	15.9907260544329	14.4952535851277	20.6133415245013	18.1768439523615	18.0515530464237	21.4550004232725	17.9749858214549	20.4711265704419
ENSG00000004799	ENSG00000004799	PDK4	16.0097271402292	2.30593968388494	26.4612682816117	16.5721854421012	19.8963557323448	6.75139918230571	13.1810396772943	7.10076526464179	18.7391719099826	13.3372491292273
ENSG00000004864	ENSG00000004864	SLC25A13	23.7553238740648	35.357741819569	37.7153204713685	49.7165563263036	28.3657504021942	30.8407110576332	24.5909835839961	24.9672068982566	22.5601023526209	21.953043140356
ENSG00000004866	ENSG00000004866	ST7	5.15292837104544	3.25544425960226	4.09562025893048	2.509625993843	4.48116120097855	4.15470718911121	2.89506039423777	3.47403031764733	3.6548030320888	2.79151725960571
ENSG00000004897	ENSG00000004897	CDC27	24.1442241284833	29.6154998616595	45.8353328108133	63.2166133966314	51.8470350953218	57.44681671098	36.5458800354955	41.3447783957369	39.9370294960977	45.5947819068933
ENSG00000004961	ENSG00000004961	HCCS	21.1302471567398	23.647185385722	22.7574030039702	24.9664516973691	25.1393143374897	29.5223905072422	22.1727566664563	25.5016731009716	23.8558961549069	22.9180120696024
ENSG00000004975	ENSG00000004975	DVL2	34.4824892251091	34.046521215007	27.743375493103	26.0481870395429	26.9317788178811	30.0017797982934	33.7189387093575	31.8007390615409	31.996139271832	35.0835132133162
ENSG00000005007	ENSG00000005007	UPF1	171.796687389383	244.520035499015	143.489165419399	166.02474031682	140.08109914259	175.376582309598	129.494348457553	145.832921026514	151.840453242235	179.449757663789
ENSG00000005020	ENSG00000005020	SKAP2	80.8264362099832	82.878185109041	121.83579918088	148.327550118859	130.715472232544	122.683709401543	96.9334339058903	77.7648324950287	94.4268201563307	86.3647191675545
ENSG00000005022	ENSG00000005022	SLC25A5	140.749483744971	69.3590485309705	98.864711641661	73.2983867856904	126.637615539654	90.7244233314573	119.889559855493	114.261238908994	125.991028160734	83.9178336683939
ENSG00000005059	ENSG00000005059	MCUB	21.0330220931352	27.264345674169	33.6909283908542	45.4761537849826	24.0638356492548	29.3226449693041	19.6864106808168	32.9078476243077	24.9523370645336	39.0123152823909
ENSG00000005075	ENSG00000005075	POLR2J	50.1357244654547	47.4300142822608	31.7677675736173	26.6539588311601	31.9954909749869	35.754451290909	34.5023079925042	39.4741466862345	42.8940974038786	36.0140189665181
ENSG00000005100	ENSG00000005100	DHX33	21.1302471567398	14.4686411537878	21.1547689896061	19.4279667454398	24.3327053213135	19.2954189648146	24.9996979925943	22.0658189406611	29.6371300420292	22.6078434852018
ENSG00000005156	ENSG00000005156	LIG3	25.278516537204	21.8386052414985	25.1435469809123	21.721245670848	21.5991969887166	21.5725180973082	23.194542687952	21.3022957939254	21.2643085503349	18.47226235986
ENSG00000005175	ENSG00000005175	RPAP3	18.181086894066	25.727052551579	44.0902424396168	42.663641895331	42.9743359173843	50.7753157438495	35.1494391394515	54.8591380929584	29.2051987746005	34.3253233403369
ENSG00000005187	ENSG00000005187	ACSM3	1.45837595406946	0.587788546872631	0.925966319410369	0.475963550556431	2.01652254044035	0.519338398638901	2.89506039423777	1.22163703477708	2.92384242567104	1.75762197827026
ENSG00000005189	ENSG00000005189	REXO5	1.06947569965094	1.71815113701231	1.49579174673983	1.03846592848676	1.12029030024464	1.71781162626713	0.919607419346114	0.610818517388541	1.02998994540684	1.34406386573608
ENSG00000005194	ENSG00000005194	CIAPIN1	32.0194542804584	24.9131914866784	28.0639022959758	21.9808621529697	27.8280110580768	25.9669199319451	28.1331751251811	29.2047603626396	28.8729439535016	21.884116788267
ENSG00000005206	ENSG00000005206	SPPL2B	63.9740918518471	33.1422311428953	26.959865530525	17.8269984390227	25.1393143374897	17.0582689399085	37.6357851250909	29.2429365199764	33.2254821098982	31.8095114890873
ENSG00000005238	ENSG00000005238	FAM214B	125.809232304392	210.157012758768	153.211811773208	190.428689636259	116.823872509511	145.494649834068	115.93865390571	125.103267592641	132.669350064824	141.919358951313
ENSG00000005243	ENSG00000005243	COPZ2	2.46303494465065	1.31122060456202	0.96158040861846	1.12500475586065	1.34434836029357	1.31832055039106	1.26020275984467	0.99258009075638	1.72772506971471	1.34406386573608
ENSG00000005249	ENSG00000005249	PRKAR2B	2.72230178092967	1.49207861898437	3.98877799130621	2.5961648212169	5.46701666519383	6.1521625684916	3.88278688168359	3.89396804835195	3.38899917520962	4.72145511809855
ENSG00000005302	ENSG00000005302	MSL3	63.4231498247542	87.580493484022	85.3313577425863	104.755250536102	87.5170782551111	95.4783671343826	83.2415012178482	101.586754673182	84.5920774518009	102.045464267809
ENSG00000005339	ENSG00000005339	CREBBP	189.167565420077	277.797910152727	254.783194194684	298.515685026256	253.992216871464	290.789554130197	257.524136950962	236.577647016049	266.900297788812	304.171991768889
ENSG00000005379	ENSG00000005379	TSPOAP1	15.0374765041829	11.6201274266359	12.1800185091672	11.2067781449196	7.39391598161461	3.71526700564752	10.422217419256	5.80277591519114	12.5924577196514	13.2338596010937
ENSG00000005381	ENSG00000005381	MPO	3.56491899883647	1.22079159735085	3.5970230100172	1.99039302959962	2.73350833259692	2.63664110078211	4.05308455193287	4.31390577905657	3.28932272887992	2.61920137938314
ENSG00000005436	ENSG00000005436	GCFC2	4.53716963488278	2.21551067667376	5.34211338121367	4.02405547288619	7.52835081764397	4.75394380292533	6.47131146947265	4.69566735242441	5.05027328070453	3.9288020690747
ENSG00000005448	ENSG00000005448	WDR54	2.9491602626738	0.994719079322914	1.67386219278028	0.73558003267812	2.4646386605382	0.958778582102587	2.2479292472905	1.03075624809316	2.95706790778094	2.68812773147217
ENSG00000005469	ENSG00000005469	CROT	2.9491602626738	3.25544425960226	4.62983159705185	3.37501426758196	4.57078442499812	4.39440183463686	4.63209663078042	4.81019582443476	4.02028333529768	3.44631760445149
ENSG00000005471	ENSG00000005471	ABCB4	1.00465899058119	2.26072518027935	2.70667077981493	2.85578130333859	1.74765286838164	1.63791341109192	0.987726487445826	0.381761573367838	0.56483319586827	0.620337168801269
ENSG00000005483	ENSG00000005483	KMT2E	168.45862687229	204.686057822492	184.33852574108	218.986502669645	178.887955143064	187.441212801056	177.51829146785	154.002618696586	169.217380385712	160.150379078861
ENSG00000005486	ENSG00000005486	RHBDD2	102.377991975676	257.767885055452	74.6827450693671	60.6637179891015	83.2599751141815	115.972259326825	158.64930960423	261.010387711591	88.4130078944391	143.228959641004
ENSG00000005700	ENSG00000005700	IBTK	21.4219223475537	26.495699112874	68.414665368743	85.327283790662	65.7386348183554	66.7949078864802	50.8168248023852	50.8888177299328	43.1931267428677	40.7010109085722
ENSG00000005801	ENSG00000005801	ZNF195	12.3475830777881	13.9712816141264	21.0123126327738	21.0722044655438	15.2807596953369	16.0195921426307	18.6305651252713	13.7052404839054	14.0876044145968	17.5072934306136
ENSG00000005810	ENSG00000005810	MYCBP2	109.896730227768	108.107878120959	211.618918074477	207.347030387856	201.921123716094	195.191339673052	219.173101610824	223.521401206869	193.704560700707	188.651425667675
ENSG00000005812	ENSG00000005812	FBXL3	23.5608737468556	28.8016387967589	32.7293479822357	35.8703439464801	36.8799566840535	42.5058504732147	31.1985331896682	33.9767800297376	30.8664728800954	35.3936817977169
ENSG00000005844	ENSG00000005844	ITGAL	505.343472262337	609.491508603313	582.539657176746	480.160683684065	641.43341430807	728.951366151079	422.440400820365	450.70771351807	415.019497034739	413.661502062313
ENSG00000005882	ENSG00000005882	PDK2	6.80575445232416	1.89900915143465	5.34211338121367	2.85578130333859	6.90098824950697	3.71526700564752	5.61982311822625	4.27572962171979	5.78123388712229	4.34236018160888
ENSG00000005889	ENSG00000005889	ZFX	21.1626555112747	25.8174815587902	60.2946530292983	69.3176007264911	41.1370598249831	39.9491075876078	35.7965702863987	36.9545203020067	59.7061913514871	63.5845598021301
ENSG00000005893	ENSG00000005893	LAMP2	126.262949267881	235.070204245447	299.514490240046	443.208604395411	310.096355107716	479.828731234757	227.687985123288	306.172781841006	236.266403283486	314.062923293665
ENSG00000006007	ENSG00000006007	GDE1	71.395605040334	50.9567455634966	72.1897588248007	56.2069683793458	72.1018837237449	68.9921088037986	83.990810966945	86.6217009971625	89.8417036251648	82.8150120349694
ENSG00000006015	ENSG00000006015	REX1BD	59.4045138624295	34.1369502222182	25.5353019622013	20.077007950744	25.5426188455777	22.0119582807719	41.0417385300766	47.1093781535913	29.7700319704688	33.8428388757137
ENSG00000006025	ENSG00000006025	OSBPL7	8.36135546999826	1.80858014422348	3.73947936684957	1.73077654747793	4.25710314092962	1.95750627179278	6.94814494617064	3.62673494699446	4.21963622795707	3.34292807631795
ENSG00000006062	ENSG00000006062	MAP3K14	103.577101093467	66.6009638110297	72.0473024679683	56.0771601382849	76.9863494328115	69.4714980948499	89.7128126873209	88.7213896506856	93.031349907715	86.5025718717325
ENSG00000006118	ENSG00000006118	TMEM132A	11.4725575053464	25.5009800335511	12.6430016688723	14.4519841714407	6.72174180146783	7.7101777644083	10.3540983511562	7.82611225404069	6.01381226189158	12.3378170239364
ENSG00000006125	ENSG00000006125	AP2B1	108.373537564629	133.292356629271	143.168638616526	172.428613542489	176.512939706545	214.526707745454	144.037769496841	165.646346684305	135.427065079945	123.96404423212
ENSG00000006194	ENSG00000006194	ZNF263	41.4502854501076	26.7669861345075	40.1014644483106	28.8174295155075	42.3021617372375	34.1564869874046	46.2528472397045	37.9471003927631	51.3665953419026	38.150735881278
ENSG00000006282	ENSG00000006282	SPATA20	45.566146476037	12.4339884915364	54.2046437747147	31.75974964622	40.9130017649342	28.4038154947891	29.8361518276739	19.6988971857805	24.5204057971049	17.4383670785246
ENSG00000006283	ENSG00000006283	CACNA1G	4.86125318023155	2.079867165857	3.66825118843339	2.46635658015605	3.22643606470456	1.27837144280345	2.69070318993863	3.32132568830019	5.548655512353	2.10225373871541
ENSG00000006327	ENSG00000006327	TNFRSF12A	8.00486357011461	5.9230999723319	5.76948245171076	5.66829319299022	4.92927732107641	4.23460540428642	5.10893010747841	3.97032036302552	4.68479297749565	4.10111794929728
ENSG00000006451	ENSG00000006451	RALA	35.7788234065042	38.4775425683545	42.0246252655475	53.4377259033811	40.3752624208167	39.3498709737937	41.416393404625	50.0871184258604	41.5983036015926	35.3592186216723
ENSG00000006453	ENSG00000006453	BAIAP2L1	4.11586102592937	7.3247495841051	4.09562025893048	5.45194612455548	3.62974057279263	3.63536879047231	2.45228645158964	1.94698402417598	2.52513664035226	3.6875598367631
ENSG00000006459	ENSG00000006459	KDM7A	105.32715223835	93.7748804779875	180.670274552646	180.044030351392	171.180357877381	171.621366196363	168.628753080837	139.228445807251	155.096550489005	179.863315776324
ENSG00000006530	ENSG00000006530	AGK	3.88900254418524	19.487451054008	7.58580100132341	18.0000760937705	5.95994439730147	12.7038162128593	5.99447799277467	8.09334535539817	6.51219449354005	7.40958284957071
ENSG00000006534	ENSG00000006534	ALDH3B1	183.658145149148	206.268565448688	159.016908314127	179.568066800835	123.1871214149	146.333581093407	127.655133618861	138.312218031168	149.913375279861	164.699518316737
ENSG00000006576	ENSG00000006576	PHTF2	10.9864321873233	15.8250762619555	38.8905854152355	60.7935262301623	28.1416923421453	35.7944003984966	23.7054356986998	30.197340453396	23.6233177801376	29.6383313982829
ENSG00000006607	ENSG00000006607	FARP2	20.6117134841818	29.7963578760818	25.4640737837852	28.9039683428814	24.2878937093037	31.9592860700862	25.9533649459903	30.197340453396	23.1581610305991	24.5377813436946
ENSG00000006625	ENSG00000006625	GGCT	5.73627875267322	3.21022975599668	4.98597248913276	3.02885895808638	6.4976837414189	5.1534348788014	6.4372519354228	5.61189512850722	4.68479297749565	4.58360241392049
ENSG00000006634	ENSG00000006634	DBF4	7.84282179744023	7.3247495841051	8.26246869627714	5.06252140137295	13.7123532749944	13.0234090735601	12.4998489962972	8.28422614208209	11.0640855425961	7.6163619058378
ENSG00000006652	ENSG00000006652	IFRD1	27.9035932545291	29.7059288688707	33.1211029635247	29.9857036850551	34.4153180235153	39.7493620496697	38.1126186017889	31.3808013308363	40.8341175130649	36.3241875509188
ENSG00000006695	ENSG00000006695	COX10	9.69009800592821	6.9630335552604	11.2896662789649	7.528877981529	11.1132797784268	9.06844742238697	11.6483606450508	10.4984432676156	12.8582615765306	9.85646834873127
ENSG00000006704	ENSG00000006704	GTF2IRD1	2.13895139930188	5.01880990022016	5.44895564883794	6.62022029410308	3.98823346887091	5.39312952432705	2.82694132613805	3.35950184563698	2.42546019402257	4.10111794929728
ENSG00000006712	ENSG00000006712	PAF1	58.8859801898715	83.2851156414913	53.3855197229286	53.8271506265636	56.9107472524276	63.3992337415335	50.4421699278368	51.0796985166168	59.8723187620366	58.8631046840315
ENSG00000006715	ENSG00000006715	VPS41	62.6777576704521	62.4864439829212	96.3004972186784	123.837061972046	102.932272786477	113.854956624682	81.6066435834551	91.7373060802915	82.3991956325476	76.6461035230012
ENSG00000006744	ENSG00000006744	ELAC2	54.0247270096399	51.8158211320027	38.1070754526575	38.0770840445145	38.6724211644449	48.0587764278922	39.4409404297333	41.9174207557886	42.8940974038786	45.5603187308488
ENSG00000006747	ENSG00000006747	SCIN	0.518533672558032	2.4415831947017	2.52860033377447	6.96637560359867	2.86794316862627	6.03231524572877	0.749309749096833	1.6415747654817	1.46192121283552	2.68812773147217
ENSG00000006756	ENSG00000006756	ARSD	45.1772462216185	32.7805151140506	63.8916760393155	54.6492694866157	32.8469116031728	40.8279879545352	37.0567730462434	42.1083015424726	68.1454638074012	59.1732732684322
ENSG00000006757	ENSG00000006757	PNPLA4	4.01863596232474	3.97887631729166	5.48456973804603	5.71156260667717	3.04718961666542	3.39567414494666	3.6443701433346	3.28314953096341	4.05350881740758	3.27400172422892
ENSG00000006831	ENSG00000006831	ADIPOR2	72.3030389673105	63.5715920694553	86.8983776677423	85.8465167549054	93.7458923244713	91.3236599452714	101.224935196172	101.052288470467	110.507953497521	79.0240626700728
ENSG00000007047	ENSG00000007047	MARK4	49.260698893013	79.3514538278052	55.3086805401655	57.4617813762673	46.1559603700791	51.7340943259521	43.8005607881149	42.0701253851358	55.8520354267389	61.5856955915482
ENSG00000007080	ENSG00000007080	CCDC124	52.8904346009192	43.6319959793915	31.8033816628254	23.9279857688824	33.6087090073391	30.2814235514067	33.7870577774572	33.1369045683284	39.3389708181195	35.0145868612272
ENSG00000007129	ENSG00000007129	CEACAM21	2.07413469023213	1.17557709374526	0.997194497826551	0.562502377930327	1.38915997230335	0.759033044164548	1.56673856629338	0.839875461409244	2.15965633714338	1.58530609804769
ENSG00000007168	ENSG00000007168	PAFAH1B1	104.841026920327	146.992351221763	175.577459795889	199.861421820014	165.713341212187	184.285233301635	137.532398493319	147.054558061291	164.864842229315	144.056075866072
ENSG00000007202	ENSG00000007202	KIAA0100	188.38976491124	117.015135331259	211.405233539229	160.832410674387	193.586163882273	163.15215538779	235.896332829303	210.80874081372	234.173197910563	191.029384814746
ENSG00000007237	ENSG00000007237	GAS7	512.440901905475	864.863024967668	515.620783554743	688.329832931973	631.888540949986	1020.89944440132	438.278084153548	486.097011369269	652.282664781522	693.261249311463
ENSG00000007255	ENSG00000007255	TRAPPC6A	22.1673145018558	4.97359539661457	6.12562334379167	3.37501426758196	10.6203520463192	4.6340964801625	11.4440034407516	8.24604998474531	12.2269774164425	5.72088722338948
ENSG00000007264	ENSG00000007264	MATK	7.09742964313806	9.44983125356768	8.29808278548523	4.97598257399905	4.12266830490027	2.91628485389537	4.63209663078042	6.1463613312222	3.92060688896799	3.54970713258504
ENSG00000007341	ENSG00000007341	ST7L	9.39842281511432	6.05874348314866	11.0759817437163	10.7308145943632	8.6486411178886	6.75139918230571	9.2982527956107	8.36057845675566	8.57217438435374	7.30619332143717
ENSG00000007376	ENSG00000007376	RPUSD1	52.2746758647566	39.6983341657054	27.7077614038949	23.3654833909521	25.8114885176365	26.8058511912848	32.0840810749644	36.4964064139653	35.8835206786901	35.0835132133162
ENSG00000007392	ENSG00000007392	LUC7L	85.8497311628891	69.630335552604	55.2018382725412	42.7934501363918	62.0640826335529	56.7676818819907	61.9542924366882	51.4232839326478	60.7361812968939	62.2060327603495
ENSG00000007516	ENSG00000007516	BAIAP3	0.939842281511432	2.21551067667376	0.747895873369914	0.908657687425913	1.16510191225442	1.15852412004063	0.95366695339597	0.648994674725325	1.26256832017613	1.3785270417806
ENSG00000007520	ENSG00000007520	TSR3	31.8250041532492	35.9455303664417	21.0835408111899	18.7356561264486	18.596818984061	21.9720091731843	20.1291846234649	28.9757034186189	24.1881509760059	33.0157226506453
ENSG00000007541	ENSG00000007541	PIGQ	53.473784982547	41.6877723243512	22.8998593608026	18.1731537485183	19.4930512242567	17.5776073385474	30.4832829746212	33.0605522536548	35.8170697144703	34.9111973330936
ENSG00000007545	ENSG00000007545	CRAMP1	23.6905071649951	33.1422311428953	22.1875775766408	22.3270174624653	20.4340950764622	23.1704824008125	21.4915659854592	23.8219221781531	24.3875038686653	26.9502036668107
ENSG00000007923	ENSG00000007923	DNAJC11	34.3852641615045	20.1656686080918	27.4940768686463	19.4279667454398	29.9341568225367	21.9720091731843	29.2230802147765	23.669217548806	29.2384242567104	18.7135045921716
ENSG00000007944	ENSG00000007944	MYLIP	8.81507243348654	18.5379464782907	21.7245944169356	20.6395103286743	17.5213402958261	20.7335868379684	14.9861949819367	22.9820467167439	14.7521140567948	18.7824309442606
ENSG00000007968	ENSG00000007968	E2F2	2.46303494465065	2.30593968388494	4.20246252655475	3.59136133601671	2.37501543651863	3.35572503735905	3.23565573473633	1.87063170950241	4.08673429951748	4.92823417436564
ENSG00000008018	ENSG00000008018	PSMB1	101.4705580487	125.651105519926	86.8983776677423	95.4090571797209	88.9510498394242	106.144778860274	77.6897971677217	100.441469953078	77.7808536192717	80.5059792399869
ENSG00000008056	ENSG00000008056	SYN1	0.875025572441678	1.44686411537878	2.38614397694211	2.25000951172131	1.07547868823485	0.559287506226509	0.510893010747841	0.152704629347135	1.19611735595634	1.17174798551351
ENSG00000008083	ENSG00000008083	JARID2	99.1695648767235	170.775180118302	181.311328158392	276.275206391165	139.050432066364	165.82874559616	97.5805650528376	88.7213896506856	110.90665928284	117.105872199262
ENSG00000008086	ENSG00000008086	CDKL5	5.83350381627785	7.00824805886599	7.55018691211532	11.9423581775977	5.73588633725255	7.98982151752156	5.48358498202683	6.48994674725325	5.84768485134209	8.3056254267281
ENSG00000008128	ENSG00000008128	CDK11A	5.28256178918495	4.70230837498105	3.84632163447384	2.63943423490384	3.58492896078284	3.35572503735905	4.56397756268071	3.16862105895306	4.18641074584718	5.13501323063273
